,Jahr,Rechtsgrundlagen,Value
691,2021,"§8 RuStAG, Einbürgerung von Ausländern (bis 1999)",0
692,2021,"§8 StAG, Niederlassung in Deutschland auf Dauer",8600
693,2021,"§8 StAngRegG,Dt.Volkszugehörige im Inland (b.2004)",0
694,2021,"§85 Abs.1 AuslG, Aufenth.i.Deutschl.>=8 J.(b.2004)",0
695,2021,"§85 Abs.2 AuslG, Ehegatte u. mindj.Kinder (b.2004)",0
696,2021,"§85 AuslG, alte Fass., junge Ausländer (bis 2004)",0
697,2021,"§86 Abs.1 AuslG, a.F., langer Aufenth.i.D.(b.2004)",0
698,2021,"§86 Abs.2 AuslG, a.F., Ehegatte u. Kinder (b.2004)",0
699,2021,"§9 Abs.1 StAngRegG, Dt.Volksz. im Ausland (b.2004)",0
700,2021,"§9 Abs.2 StAngRegG, Dt.Volksz. im Ausland (b.2004)",0
701,2021,"§9 RuStAG, Ehegatten Deutscher (bis 1999)",0
702,2021,"§9 StAG, Ehe- oder Lebenspartner ist Deutscher",6440
703,2021,"§9 StAngRegG, Dt. Volkszugeh. im Ausland (b.2004)",0
704,2022,"Art.116 Abs.2 S.1 GG, Frühere deutsche Staatsang.",7135
705,2022,Art.2 d. Gesetzes z. Vermind. der Staatenlosigkeit,65
706,2022,Sonstige nicht mehr anwendbare Rechtsgrl. (b.2010),0
707,2022,"§10 Abs.1 StAG, Aufenthalt in Deutschland",77225
708,2022,"§10 Abs.2 StAG, Ehegatte, minderjährige Kinder",31920
709,2022,§10 Abs.3 S.1 StAG (i.V.m.§10 Abs.1 StAG) (b.2023),9230
710,2022,§10 Abs.3 S.2 StAG (i.V.m.§10 Abs.1 StAG) (b.2023),23090
711,2022,§10 Abs.3 StAG (i.V.m. § 10 Abs.1 StAG),0
712,2022,"§11 StAngRegG, Dt. Volkszugeh. im Inland (b.2010)",0
713,2022,"§12 Abs.1 StAngRegG,Frühere dt.Staatsang. (b.2010)",0
714,2022,"§13 StAG, Ehemalige Deutsche im Ausland lebend",475
715,2022,"§14 StAG, Ausl.m.Bindungen an Dtl., i.Ausl.lebend",110
716,2022,§15 StAG Bundesbeamte im Ausland (bis 2004),0
717,2022,"§15 StAG, Wiedergutmachungseinbürg.nach Verfolgung",955
718,2022,"§16 Abs.2 StAG, ausl.minderjährige Kinder (b.2007)",0
719,2022,"§21 HAuslG, Heimatlose Ausländer",5
720,2022,"§40b StAG, Übergangsregelung für Kinder",0
721,2022,"§40c StAG, Übergangsreg. b. Anträgen b. 30.03.2007",0
722,2022,"§6 (1.StaRegG), Aussiedler/Spätaussiedler (b.1999)",0
723,2022,"§8 RuStAG, Einbürgerung von Ausländern (bis 1999)",0
724,2022,"§8 StAG, Niederlassung in Deutschland auf Dauer",12605
725,2022,"§8 StAngRegG,Dt.Volkszugehörige im Inland (b.2004)",0
726,2022,"§85 Abs.1 AuslG, Aufenth.i.Deutschl.>=8 J.(b.2004)",0
727,2022,"§85 Abs.2 AuslG, Ehegatte u. mindj.Kinder (b.2004)",0
728,2022,"§85 AuslG, alte Fass., junge Ausländer (bis 2004)",0
729,2022,"§86 Abs.1 AuslG, a.F., langer Aufenth.i.D.(b.2004)",0
730,2022,"§86 Abs.2 AuslG, a.F., Ehegatte u. Kinder (b.2004)",0
731,2022,"§9 Abs.1 StAngRegG, Dt.Volksz. im Ausland (b.2004)",0
732,2022,"§9 Abs.2 StAngRegG, Dt.Volksz. im Ausland (b.2004)",0
733,2022,"§9 RuStAG, Ehegatten Deutscher (bis 1999)",0
734,2022,"§9 StAG, Ehe- oder Lebenspartner ist Deutscher",5950
735,2022,"§9 StAngRegG, Dt. Volkszugeh. im Ausland (b.2004)",0
736,2023,"Art.116 Abs.2 S.1 GG, Frühere deutsche Staatsang.",4540
737,2023,Art.2 d. Gesetzes z. Vermind. der Staatenlosigkeit,50
738,2023,Sonstige nicht mehr anwendbare Rechtsgrl. (b.2010),0
739,2023,"§10 Abs.1 StAG, Aufenthalt in Deutschland",85900
740,2023,"§10 Abs.2 StAG, Ehegatte, minderjährige Kinder",49090
741,2023,§10 Abs.3 S.1 StAG (i.V.m.§10 Abs.1 StAG) (b.2023),18845
742,2023,§10 Abs.3 S.2 StAG (i.V.m.§10 Abs.1 StAG) (b.2023),24470
743,2023,§10 Abs.3 StAG (i.V.m. § 10 Abs.1 StAG),0
744,2023,"§11 StAngRegG, Dt. Volkszugeh. im Inland (b.2010)",0
745,2023,"§12 Abs.1 StAngRegG,Frühere dt.Staatsang. (b.2010)",0
746,2023,"§13 StAG, Ehemalige Deutsche im Ausland lebend",235
747,2023,"§14 StAG, Ausl.m.Bindungen an Dtl., i.Ausl.lebend",70
748,2023,§15 StAG Bundesbeamte im Ausland (bis 2004),0
749,2023,"§15 StAG, Wiedergutmachungseinbürg.nach Verfolgung",1640
750,2023,"§16 Abs.2 StAG, ausl.minderjährige Kinder (b.2007)",0
751,2023,"§21 HAuslG, Heimatlose Ausländer",5
752,2023,"§40b StAG, Übergangsregelung für Kinder",0
753,2023,"§40c StAG, Übergangsreg. b. Anträgen b. 30.03.2007",0
754,2023,"§6 (1.StaRegG), Aussiedler/Spätaussiedler (b.1999)",0
755,2023,"§8 RuStAG, Einbürgerung von Ausländern (bis 1999)",0
756,2023,"§8 StAG, Niederlassung in Deutschland auf Dauer",9610
757,2023,"§8 StAngRegG,Dt.Volkszugehörige im Inland (b.2004)",0
758,2023,"§85 Abs.1 AuslG, Aufenth.i.Deutschl.>=8 J.(b.2004)",0
759,2023,"§85 Abs.2 AuslG, Ehegatte u. mindj.Kinder (b.2004)",0
760,2023,"§85 AuslG, alte Fass., junge Ausländer (bis 2004)",0
761,2023,"§86 Abs.1 AuslG, a.F., langer Aufenth.i.D.(b.2004)",0
762,2023,"§86 Abs.2 AuslG, a.F., Ehegatte u. Kinder (b.2004)",0
763,2023,"§9 Abs.1 StAngRegG, Dt.Volksz. im Ausland (b.2004)",0
764,2023,"§9 Abs.2 StAngRegG, Dt.Volksz. im Ausland (b.2004)",0
765,2023,"§9 RuStAG, Ehegatten Deutscher (bis 1999)",0
766,2023,"§9 StAG, Ehe- oder Lebenspartner ist Deutscher",5635
767,2023,"§9 StAngRegG, Dt. Volkszugeh. im Ausland (b.2004)",0
