,Jahr,Herkunfts-/Zielländer,Value
1809,2014,Österreich,24568
1810,2014,Übriges Afrika,47234
1811,2014,Übriges Amerika,4640
1812,2014,Übriges Asien,20234
1813,2014,Übriges Europa,7046
1814,2014,Übriges Ozeanien,232
1815,2015,Afghanistan,189170
1816,2015,Albanien,137676
1817,2015,Algerien,20630
1818,2015,Andorra,22
1819,2015,Angola,568
1820,2015,Argentinien,2828
1821,2015,Armenien,8936
1822,2015,Aserbaidschan,6746
1823,2015,Australien,6784
1824,2015,Belarus,4228
1825,2015,Belgien,8088
1826,2015,"Bolivien, Plurinationaler Staat",598
1827,2015,Bosnien und Herzegowina,45664
1828,2015,Brasilien,17176
1829,2015,Bulgarien,166452
1830,2015,Chile,2752
1831,2015,China,50404
1832,2015,Costa Rica,650
1833,2015,Cote d'Ivoire,2454
1834,2015,Dänemark,5126
1835,2015,Estland,1988
1836,2015,Finnland,4792
1837,2015,Frankreich,33312
1838,2015,Georgien,13082
1839,2015,Ghana,8158
1840,2015,Griechenland,63056
1841,2015,Honduras,330
1842,2015,Indien,48336
1843,2015,Indonesien,4618
1844,2015,Insgesamt,4032482
1845,2015,Irak,143408
1846,2015,"Iran, Islamische Republik",37996
1847,2015,Irland,4418
1848,2015,Island,556
1849,2015,Israel,5098
1850,2015,Italien,143010
1851,2015,Japan,13360
1852,2015,Jemen,1860
1853,2015,Jordanien,4512
1854,2015,Kamerun,5828
1855,2015,Kanada,7330
1856,2015,Kasachstan,4064
1857,2015,Kenia,1812
1858,2015,Kirgisistan,1318
1859,2015,Kolumbien,5058
1860,2015,"Kongo, Demokratische Republik",620
1861,2015,"Kongo, Republik",500
1862,2015,"Korea, Demokratische Volksrepublik",554
1863,2015,"Korea, Republik",13808
1864,2015,Kosovo,82634
1865,2015,Kroatien,114012
1866,2015,Kuwait,4580
1867,2015,Lettland,13072
1868,2015,Libanon,16490
1869,2015,Libyen,5320
1870,2015,Litauen,19234
1871,2015,Luxemburg,6774
1872,2015,Malta,346
1873,2015,Marokko,19140
1874,2015,Mexiko,9100
1875,2015,Montenegro (ab 03.06.2006),10322
1876,2015,Namibia,254
1877,2015,Neuseeland,1536
1878,2015,Nicaragua,196
1879,2015,Niederlande,23048
1880,2015,Niger,558
1881,2015,Nigeria,21634
1882,2015,Nordmazedonien,49190
1883,2015,Norwegen,2508
1884,2015,Pakistan,49414
1885,2015,Paraguay,464
1886,2015,Peru,1696
1887,2015,Philippinen,3492
1888,2015,Polen,379536
1889,2015,Portugal,19744
1890,2015,Ruanda,216
1891,2015,Rumänien,424364
1892,2015,Russische Föderation,40998
1893,2015,Saudi-Arabien,6716
1894,2015,Schweden,6554
1895,2015,Schweiz,12804
1896,2015,Senegal,4214
1897,2015,Serbien,84670
1898,2015,Singapur,1944
1899,2015,Slowakei,28520
1900,2015,Slowenien,13850
1901,2015,Somalia,20218
1902,2015,Spanien,59258
1903,2015,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
1904,2015,Sudan (ohne Südsudan) (ab 09.07.2011),0
1905,2015,Syrien,652758
1906,2015,Südafrika,2090
1907,2015,Südsudan (ab 09.07.2011),0
1908,2015,Tadschikistan,2388
1909,2015,Tansania,598
1910,2015,Thailand,6474
1911,2015,Tschechien,25330
1912,2015,Tunesien,9728
1913,2015,Türkei,55904
1914,2015,Uganda,634
1915,2015,Ukraine,29674
1916,2015,Unbekanntes Ausland,56286
1917,2015,Ungarn,111236
1918,2015,Ungeklärt / Ohne Angabe,9004
1919,2015,Uruguay,296
1920,2015,Usbekistan,1178
1921,2015,"Venezuela, Bolivarische Republik",1826
1922,2015,Vereinigte Arabische Emirate,6780
1923,2015,Vereinigte Staaten,44542
1924,2015,Vereinigtes Königreich,26232
1925,2015,Vietnam,9132
1926,2015,Zentralafrikanische Republik,160
1927,2015,Zypern,1654
1928,2015,Ägypten,12880
1929,2015,Äthiopien,6928
1930,2015,Österreich,26960
1931,2015,Übriges Afrika,75282
1932,2015,Übriges Amerika,5182
1933,2015,Übriges Asien,29904
1934,2015,Übriges Europa,12896
1935,2015,Übriges Ozeanien,192
1936,2016,Afghanistan,139640
1937,2016,Albanien,20908
1938,2016,Algerien,9376
1939,2016,Andorra,24
1940,2016,Angola,672
1941,2016,Argentinien,3048
1942,2016,Armenien,8230
1943,2016,Aserbaidschan,7328
1944,2016,Australien,6708
1945,2016,Belarus,4124
1946,2016,Belgien,7930
1947,2016,"Bolivien, Plurinationaler Staat",560
1948,2016,Bosnien und Herzegowina,47770
1949,2016,Brasilien,18394
1950,2016,Bulgarien,159214
1951,2016,Chile,3074
1952,2016,China,52770
1953,2016,Costa Rica,668
1954,2016,Cote d'Ivoire,3138
1955,2016,Dänemark,5242
1956,2016,Estland,1798
1957,2016,Finnland,4734
1958,2016,Frankreich,33846
1959,2016,Georgien,9360
1960,2016,Ghana,5482
1961,2016,Griechenland,61372
1962,2016,Honduras,350
1963,2016,Indien,50690
1964,2016,Indonesien,5138
1965,2016,Insgesamt,3438150
1966,2016,Irak,131952
1967,2016,"Iran, Islamische Republik",41450
1968,2016,Irland,4706
1969,2016,Island,512
1970,2016,Israel,4594
1971,2016,Italien,126386
1972,2016,Japan,13538
1973,2016,Jemen,1566
1974,2016,Jordanien,6576
1975,2016,Kamerun,5126
1976,2016,Kanada,7306
1977,2016,Kasachstan,4778
1978,2016,Kenia,1934
1979,2016,Kirgisistan,1186
1980,2016,Kolumbien,5960
1981,2016,"Kongo, Demokratische Republik",684
1982,2016,"Kongo, Republik",292
1983,2016,"Korea, Demokratische Volksrepublik",446
1984,2016,"Korea, Republik",14830
1985,2016,Kosovo,24718
1986,2016,Kroatien,114310
1987,2016,Kuwait,6110
1988,2016,Lettland,13034
1989,2016,Libanon,13582
1990,2016,Libyen,4852
1991,2016,Litauen,18812
1992,2016,Luxemburg,6834
1993,2016,Malta,346
1994,2016,Marokko,15632
1995,2016,Mexiko,9024
1996,2016,Montenegro (ab 03.06.2006),3728
1997,2016,Namibia,232
1998,2016,Neuseeland,1480
1999,2016,Nicaragua,258
2000,2016,Niederlande,22610
2001,2016,Niger,384
2002,2016,Nigeria,16148
2003,2016,Nordmazedonien,27394
2004,2016,Norwegen,2666
2005,2016,Pakistan,19586
2006,2016,Paraguay,514
2007,2016,Peru,1986
2008,2016,Philippinen,4252
2009,2016,Polen,318896
2010,2016,Portugal,18408
2011,2016,Ruanda,350
2012,2016,Rumänien,424318
2013,2016,Russische Föderation,41034
2014,2016,Saudi-Arabien,5074
2015,2016,Schweden,6176
2016,2016,Schweiz,12922
2017,2016,Senegal,2116
2018,2016,Serbien,48756
2019,2016,Singapur,1966
2020,2016,Slowakei,24302
2021,2016,Slowenien,10926
2022,2016,Somalia,14018
2023,2016,Spanien,53328
2024,2016,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
2025,2016,Sudan (ohne Südsudan) (ab 09.07.2011),0
2026,2016,Syrien,310426
2027,2016,Südafrika,2334
2028,2016,Südsudan (ab 09.07.2011),0
2029,2016,Tadschikistan,3086
2030,2016,Tansania,668
2031,2016,Thailand,6900
2032,2016,Tschechien,22474
2033,2016,Tunesien,10236
2034,2016,Türkei,72830
2035,2016,Uganda,752
2036,2016,Ukraine,24392
2037,2016,Unbekanntes Ausland,259114
2038,2016,Ungarn,98434
2039,2016,Ungeklärt / Ohne Angabe,23764
2040,2016,Uruguay,290
2041,2016,Usbekistan,1202
2042,2016,"Venezuela, Bolivarische Republik",2094
2043,2016,Vereinigte Arabische Emirate,6608
2044,2016,Vereinigte Staaten,43666
2045,2016,Vereinigtes Königreich,27490
2046,2016,Vietnam,10744
2047,2016,Zentralafrikanische Republik,88
2048,2016,Zypern,1776
2049,2016,Ägypten,13434
2050,2016,Äthiopien,7184
2051,2016,Österreich,28566
2052,2016,Übriges Afrika,58076
2053,2016,Übriges Amerika,5534
2054,2016,Übriges Asien,20502
2055,2016,Übriges Europa,18886
2056,2016,Übriges Ozeanien,108
2057,2017,Afghanistan,16294
2058,2017,Albanien,21362
2059,2017,Algerien,5766
2060,2017,Andorra,42
2061,2017,Angola,688
2062,2017,Argentinien,4074
2063,2017,Armenien,5276
2064,2017,Aserbaidschan,5998
2065,2017,Australien,6282
2066,2017,Belarus,4118
2067,2017,Belgien,7866
2068,2017,"Bolivien, Plurinationaler Staat",618
2069,2017,Bosnien und Herzegowina,51974
2070,2017,Brasilien,20366
2071,2017,Bulgarien,156040
2072,2017,Chile,3656
2073,2017,China,51900
2074,2017,Costa Rica,698
2075,2017,Cote d'Ivoire,1452
2076,2017,Dänemark,5214
2077,2017,Estland,1626
2078,2017,Finnland,4678
2079,2017,Frankreich,32676
2080,2017,Georgien,9402
2081,2017,Ghana,5116
2082,2017,Griechenland,59572
2083,2017,Honduras,322
2084,2017,Indien,52398
2085,2017,Indonesien,4824
2086,2017,Insgesamt,2768036
2087,2017,Irak,46610
2088,2017,"Iran, Islamische Republik",19862
2089,2017,Irland,4618
2090,2017,Island,516
2091,2017,Israel,4740
2092,2017,Italien,122334
2093,2017,Japan,13484
2094,2017,Jemen,1872
2095,2017,Jordanien,5622
2096,2017,Kamerun,3874
2097,2017,Kanada,6980
2098,2017,Kasachstan,4550
2099,2017,Kenia,1914
2100,2017,Kirgisistan,1574
2101,2017,Kolumbien,6264
2102,2017,"Kongo, Demokratische Republik",782
2103,2017,"Kongo, Republik",250
2104,2017,"Korea, Demokratische Volksrepublik",458
2105,2017,"Korea, Republik",15642
2106,2017,Kosovo,31444
2107,2017,Kroatien,105582
2108,2017,Kuwait,2204
2109,2017,Lettland,14526
2110,2017,Libanon,10898
2111,2017,Libyen,5138
2112,2017,Litauen,20020
2113,2017,Luxemburg,6392
2114,2017,Malta,474
2115,2017,Marokko,11262
2116,2017,Mexiko,9692
2117,2017,Montenegro (ab 03.06.2006),4238
2118,2017,Namibia,210
2119,2017,Neuseeland,1564
2120,2017,Nicaragua,262
2121,2017,Niederlande,21516
2122,2017,Niger,250
2123,2017,Nigeria,13564
2124,2017,Nordmazedonien,35142
2125,2017,Norwegen,2586
2126,2017,Pakistan,10594
2127,2017,Paraguay,442
2128,2017,Peru,2212
2129,2017,Philippinen,4766
2130,2017,Polen,297164
2131,2017,Portugal,16744
2132,2017,Ruanda,290
2133,2017,Rumänien,438638
2134,2017,Russische Föderation,29754
2135,2017,Saudi-Arabien,2782
2136,2017,Schweden,6296
2137,2017,Schweiz,12780
2138,2017,Senegal,936
2139,2017,Serbien,52562
2140,2017,Singapur,1924
2141,2017,Slowakei,23736
2142,2017,Slowenien,9124
2143,2017,Somalia,7410
2144,2017,Spanien,44724
2145,2017,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
2146,2017,Sudan (ohne Südsudan) (ab 09.07.2011),0
2147,2017,Syrien,100926
2148,2017,Südafrika,2596
2149,2017,Südsudan (ab 09.07.2011),0
2150,2017,Tadschikistan,2840
2151,2017,Tansania,684
2152,2017,Thailand,6780
2153,2017,Tschechien,22384
2154,2017,Tunesien,9266
2155,2017,Türkei,85718
2156,2017,Uganda,762
2157,2017,Ukraine,23448
2158,2017,Unbekanntes Ausland,110358
2159,2017,Ungarn,90974
2160,2017,Ungeklärt / Ohne Angabe,34160
2161,2017,Uruguay,364
2162,2017,Usbekistan,1284
2163,2017,"Venezuela, Bolivarische Republik",2532
2164,2017,Vereinigte Arabische Emirate,6392
2165,2017,Vereinigte Staaten,44560
2166,2017,Vereinigtes Königreich,29754
2167,2017,Vietnam,10258
2168,2017,Zentralafrikanische Republik,82
2169,2017,Zypern,1728
2170,2017,Ägypten,11256
2171,2017,Äthiopien,3066
2172,2017,Österreich,25996
2173,2017,Übriges Afrika,35212
2174,2017,Übriges Amerika,5364
2175,2017,Übriges Asien,18500
2176,2017,Übriges Europa,18596
2177,2017,Übriges Ozeanien,110
2178,2018,Afghanistan,14764
2179,2018,Albanien,26098
2180,2018,Algerien,5376
2181,2018,Andorra,46
2182,2018,Angola,754
2183,2018,Argentinien,4870
2184,2018,Armenien,3418
2185,2018,Aserbaidschan,5350
2186,2018,Australien,6098
2187,2018,Belarus,4260
2188,2018,Belgien,7656
2189,2018,"Bolivien, Plurinationaler Staat",682
2190,2018,Bosnien und Herzegowina,49800
2191,2018,Brasilien,22926
2192,2018,Bulgarien,162968
2193,2018,Chile,3798
2194,2018,China,50586
2195,2018,Costa Rica,738
2196,2018,Cote d'Ivoire,1116
2197,2018,Dänemark,5442
2198,2018,Estland,1716
2199,2018,Finnland,4144
2200,2018,Frankreich,32352
2201,2018,Georgien,11926
2202,2018,Ghana,5448
2203,2018,Griechenland,59464
2204,2018,Honduras,392
2205,2018,Indien,59962
2206,2018,Indonesien,5762
2207,2018,Insgesamt,2767162
2208,2018,Irak,31416
2209,2018,"Iran, Islamische Republik",28196
2210,2018,Irland,5068
2211,2018,Island,462
2212,2018,Israel,4522
2213,2018,Italien,125406
2214,2018,Japan,14022
2215,2018,Jemen,2334
2216,2018,Jordanien,4854
2217,2018,Kamerun,6470
2218,2018,Kanada,7496
2219,2018,Kasachstan,4686
2220,2018,Kenia,2040
2221,2018,Kirgisistan,2294
2222,2018,Kolumbien,7494
2223,2018,"Kongo, Demokratische Republik",828
2224,2018,"Kongo, Republik",286
2225,2018,"Korea, Demokratische Volksrepublik",306
2226,2018,"Korea, Republik",15316
2227,2018,Kosovo,32740
2228,2018,Kroatien,102394
2229,2018,Kuwait,2518
2230,2018,Lettland,14430
2231,2018,Libanon,10302
2232,2018,Libyen,4988
2233,2018,Litauen,23504
2234,2018,Luxemburg,6520
2235,2018,Malta,410
2236,2018,Marokko,12518
2237,2018,Mexiko,9948
2238,2018,Montenegro (ab 03.06.2006),4636
2239,2018,Namibia,286
2240,2018,Neuseeland,1448
2241,2018,Nicaragua,444
2242,2018,Niederlande,21498
2243,2018,Niger,858
2244,2018,Nigeria,17286
2245,2018,Nordmazedonien,36252
2246,2018,Norwegen,2714
2247,2018,Pakistan,11100
2248,2018,Paraguay,528
2249,2018,Peru,2460
2250,2018,Philippinen,5398
2251,2018,Polen,285562
2252,2018,Portugal,15648
2253,2018,Ruanda,404
2254,2018,Rumänien,476160
2255,2018,Russische Föderation,30344
2256,2018,Saudi-Arabien,2668
2257,2018,Schweden,6646
2258,2018,Schweiz,13036
2259,2018,Senegal,1132
2260,2018,Serbien,56036
2261,2018,Singapur,2054
2262,2018,Slowakei,22878
2263,2018,Slowenien,8296
2264,2018,Somalia,5438
2265,2018,Spanien,45084
2266,2018,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
2267,2018,Sudan (ohne Südsudan) (ab 09.07.2011),0
2268,2018,Syrien,60660
2269,2018,Südafrika,3038
2270,2018,Südsudan (ab 09.07.2011),0
2271,2018,Tadschikistan,1866
2272,2018,Tansania,764
2273,2018,Thailand,7858
2274,2018,Tschechien,21964
2275,2018,Tunesien,9566
2276,2018,Türkei,84436
2277,2018,Uganda,892
2278,2018,Ukraine,25508
2279,2018,Unbekanntes Ausland,76860
2280,2018,Ungarn,82538
2281,2018,Ungeklärt / Ohne Angabe,54584
2282,2018,Uruguay,486
2283,2018,Usbekistan,1528
2284,2018,"Venezuela, Bolivarische Republik",2982
2285,2018,Vereinigte Arabische Emirate,4532
2286,2018,Vereinigte Staaten,43110
2287,2018,Vereinigtes Königreich,30418
2288,2018,Vietnam,12574
2289,2018,Zentralafrikanische Republik,94
2290,2018,Zypern,1288
2291,2018,Ägypten,11902
2292,2018,Äthiopien,2952
2293,2018,Österreich,25698
2294,2018,Übriges Afrika,27128
2295,2018,Übriges Amerika,5960
2296,2018,Übriges Asien,19962
2297,2018,Übriges Europa,27888
2298,2018,Übriges Ozeanien,152
2299,2019,Afghanistan,14912
2300,2019,Albanien,29512
2301,2019,Algerien,5496
2302,2019,Andorra,22
2303,2019,Angola,1212
2304,2019,Argentinien,6118
2305,2019,Armenien,2858
2306,2019,Aserbaidschan,5312
2307,2019,Australien,6204
2308,2019,Belarus,4544
2309,2019,Belgien,7904
2310,2019,"Bolivien, Plurinationaler Staat",816
2311,2019,Bosnien und Herzegowina,53430
2312,2019,Brasilien,23728
2313,2019,Bulgarien,165784
2314,2019,Chile,3968
2315,2019,China,49844
2316,2019,Costa Rica,856
2317,2019,Cote d'Ivoire,1166
2318,2019,Dänemark,5632
2319,2019,Estland,1720
2320,2019,Finnland,3756
2321,2019,Frankreich,32418
2322,2019,Georgien,11930
2323,2019,Ghana,6246
2324,2019,Griechenland,54426
2325,2019,Honduras,562
2326,2019,Indien,70642
2327,2019,Indonesien,5866
2328,2019,Insgesamt,2691886
2329,2019,Irak,22992
2330,2019,"Iran, Islamische Republik",23022
2331,2019,Irland,5290
2332,2019,Island,520
2333,2019,Israel,4328
2334,2019,Italien,121418
2335,2019,Japan,13948
2336,2019,Jemen,1866
2337,2019,Jordanien,5798
2338,2019,Kamerun,7214
2339,2019,Kanada,7372
2340,2019,Kasachstan,4878
2341,2019,Kenia,2358
2342,2019,Kirgisistan,2980
2343,2019,Kolumbien,8842
2344,2019,"Kongo, Demokratische Republik",690
2345,2019,"Kongo, Republik",304
2346,2019,"Korea, Demokratische Volksrepublik",276
2347,2019,"Korea, Republik",14876
2348,2019,Kosovo,38566
2349,2019,Kroatien,84514
2350,2019,Kuwait,716
2351,2019,Lettland,14048
2352,2019,Libanon,11268
2353,2019,Libyen,5454
2354,2019,Litauen,21952
2355,2019,Luxemburg,6920
2356,2019,Malta,588
2357,2019,Marokko,13124
2358,2019,Mexiko,10038
2359,2019,Montenegro (ab 03.06.2006),5032
2360,2019,Namibia,346
2361,2019,Neuseeland,1542
2362,2019,Nicaragua,518
2363,2019,Niederlande,21304
2364,2019,Niger,310
2365,2019,Nigeria,15256
2366,2019,Nordmazedonien,40764
2367,2019,Norwegen,2552
2368,2019,Pakistan,10994
2369,2019,Paraguay,538
2370,2019,Peru,2632
2371,2019,Philippinen,7178
2372,2019,Polen,255486
2373,2019,Portugal,15132
2374,2019,Ruanda,496
2375,2019,Rumänien,458842
2376,2019,Russische Föderation,32712
2377,2019,Saudi-Arabien,2644
2378,2019,Schweden,6746
2379,2019,Schweiz,12440
2380,2019,Senegal,1396
2381,2019,Serbien,57228
2382,2019,Singapur,2248
2383,2019,Slowakei,23494
2384,2019,Slowenien,7928
2385,2019,Somalia,3820
2386,2019,Spanien,45580
2387,2019,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
2388,2019,Sudan (ohne Südsudan) (ab 09.07.2011),0
2389,2019,Syrien,50266
2390,2019,Südafrika,3266
2391,2019,Südsudan (ab 09.07.2011),0
2392,2019,Tadschikistan,2206
2393,2019,Tansania,834
2394,2019,Thailand,7538
2395,2019,Tschechien,21400
2396,2019,Tunesien,9616
2397,2019,Türkei,91980
2398,2019,Uganda,956
2399,2019,Ukraine,29066
2400,2019,Unbekanntes Ausland,56394
2401,2019,Ungarn,68564
2402,2019,Ungeklärt / Ohne Angabe,56190
2403,2019,Uruguay,560
2404,2019,Usbekistan,2130
2405,2019,"Venezuela, Bolivarische Republik",3462
2406,2019,Vereinigte Arabische Emirate,3636
2407,2019,Vereinigte Staaten,40894
2408,2019,Vereinigtes Königreich,32282
2409,2019,Vietnam,13562
2410,2019,Zentralafrikanische Republik,70
2411,2019,Zypern,1234
2412,2019,Ägypten,14976
2413,2019,Äthiopien,3554
2414,2019,Österreich,24752
2415,2019,Übriges Afrika,22674
2416,2019,Übriges Amerika,6256
2417,2019,Übriges Asien,22276
2418,2019,Übriges Europa,32916
2419,2019,Übriges Ozeanien,174
2420,2020,Afghanistan,18220
2421,2020,Albanien,22296
2422,2020,Algerien,5760
2423,2020,Andorra,18
2424,2020,Angola,610
2425,2020,Argentinien,3508
2426,2020,Armenien,1688
2427,2020,Aserbaidschan,2988
2428,2020,Australien,3476
2429,2020,Belarus,3424
2430,2020,Belgien,6596
2431,2020,"Bolivien, Plurinationaler Staat",400
2432,2020,Bosnien und Herzegowina,34722
2433,2020,Brasilien,14918
2434,2020,Bulgarien,144800
2435,2020,Chile,2382
2436,2020,China,21582
2437,2020,Costa Rica,428
2438,2020,Cote d'Ivoire,948
2439,2020,Dänemark,5168
2440,2020,Estland,1642
2441,2020,Finnland,2536
2442,2020,Frankreich,27194
2443,2020,Georgien,7968
2444,2020,Ghana,4824
2445,2020,Griechenland,43812
2446,2020,Honduras,356
2447,2020,Indien,34424
2448,2020,Indonesien,3718
2449,2020,Insgesamt,1989638
2450,2020,Irak,15954
2451,2020,"Iran, Islamische Republik",12664
2452,2020,Irland,3978
2453,2020,Island,406
2454,2020,Israel,3304
2455,2020,Italien,86356
2456,2020,Japan,5956
2457,2020,Jemen,0
2458,2020,Jordanien,3318
2459,2020,Kamerun,3016
2460,2020,Kanada,4770
2461,2020,Kasachstan,3012
2462,2020,Kenia,1682
2463,2020,Kirgisistan,1174
2464,2020,Kolumbien,4158
2465,2020,"Kongo, Demokratische Republik",654
2466,2020,"Kongo, Republik",0
2467,2020,"Korea, Demokratische Volksrepublik",152
2468,2020,"Korea, Republik",7462
2469,2020,Kosovo,26508
2470,2020,Kroatien,58162
2471,2020,Kuwait,364
2472,2020,Lettland,11546
2473,2020,Libanon,6416
2474,2020,Libyen,3780
2475,2020,Litauen,16142
2476,2020,Luxemburg,8346
2477,2020,Malta,666
2478,2020,Marokko,10262
2479,2020,Mexiko,5078
2480,2020,Montenegro (ab 03.06.2006),3870
2481,2020,Namibia,220
2482,2020,Neuseeland,928
2483,2020,Nicaragua,208
2484,2020,Niederlande,19282
2485,2020,Niger,224
2486,2020,Nigeria,4620
2487,2020,Nordmazedonien,25038
2488,2020,Norwegen,1950
2489,2020,Pakistan,6994
2490,2020,Paraguay,304
2491,2020,Peru,1518
2492,2020,Philippinen,5950
2493,2020,Polen,202440
2494,2020,Portugal,12626
2495,2020,Ruanda,400
2496,2020,Rumänien,370592
2497,2020,Russische Föderation,19738
2498,2020,Saudi-Arabien,1228
2499,2020,Schweden,5614
2500,2020,Schweiz,11456
2501,2020,Senegal,1144
2502,2020,Serbien,43578
2503,2020,Singapur,1390
2504,2020,Slowakei,17068
2505,2020,Slowenien,6802
2506,2020,Somalia,2844
2507,2020,Spanien,40556
2508,2020,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
2509,2020,Sudan (ohne Südsudan) (ab 09.07.2011),0
2510,2020,Syrien,37462
2511,2020,Südafrika,2176
2512,2020,Südsudan (ab 09.07.2011),0
2513,2020,Tadschikistan,1584
2514,2020,Tansania,472
2515,2020,Thailand,5660
2516,2020,Tschechien,16920
2517,2020,Tunesien,7992
2518,2020,Türkei,62516
2519,2020,Uganda,622
2520,2020,Ukraine,21516
2521,2020,Unbekanntes Ausland,34966
2522,2020,Ungarn,54026
2523,2020,Ungeklärt / Ohne Angabe,42408
2524,2020,Uruguay,434
2525,2020,Usbekistan,1176
2526,2020,"Venezuela, Bolivarische Republik",1604
2527,2020,Vereinigte Arabische Emirate,2572
2528,2020,Vereinigte Staaten,24518
2529,2020,Vereinigtes Königreich,30180
2530,2020,Vietnam,11892
2531,2020,Zentralafrikanische Republik,82
2532,2020,Zypern,1296
2533,2020,Ägypten,7110
2534,2020,Äthiopien,1746
2535,2020,Österreich,24772
2536,2020,Übriges Afrika,14798
2537,2020,Übriges Amerika,3770
2538,2020,Übriges Asien,12236
2539,2020,Übriges Europa,27452
2540,2020,Übriges Ozeanien,84
2541,2021,Afghanistan,63476
2542,2021,Albanien,27384
2543,2021,Algerien,7846
2544,2021,Andorra,8
2545,2021,Angola,588
2546,2021,Argentinien,5192
2547,2021,Armenien,2480
2548,2021,Aserbaidschan,4028
2549,2021,Australien,2610
2550,2021,Belarus,4858
2551,2021,Belgien,7298
2552,2021,"Bolivien, Plurinationaler Staat",736
2553,2021,Bosnien und Herzegowina,37562
2554,2021,Brasilien,14424
2555,2021,Bulgarien,142454
2556,2021,Chile,2434
2557,2021,China,29212
2558,2021,Costa Rica,738
2559,2021,Cote d'Ivoire,1222
2560,2021,Dänemark,5108
2561,2021,Estland,1424
2562,2021,Finnland,2670
2563,2021,Frankreich,28416
2564,2021,Georgien,13662
2565,2021,Ghana,5742
2566,2021,Griechenland,45036
2567,2021,Honduras,714
2568,2021,Indien,60176
2569,2021,Indonesien,4482
2570,2021,Insgesamt,2279632
2571,2021,Irak,32158
2572,2021,"Iran, Islamische Republik",20798
2573,2021,Irland,4924
2574,2021,Island,454
2575,2021,Israel,3530
2576,2021,Italien,81202
2577,2021,Japan,8246
2578,2021,Jemen,2232
2579,2021,Jordanien,5720
2580,2021,Kamerun,3276
2581,2021,Kanada,4420
2582,2021,Kasachstan,3494
2583,2021,Kenia,3774
2584,2021,Kirgisistan,2570
2585,2021,Kolumbien,6954
2586,2021,"Kongo, Demokratische Republik",672
2587,2021,"Kongo, Republik",224
2588,2021,"Korea, Demokratische Volksrepublik",150
2589,2021,"Korea, Republik",7886
2590,2021,Kosovo,39228
2591,2021,Kroatien,49442
2592,2021,Kuwait,768
2593,2021,Lettland,10564
2594,2021,Libanon,10308
2595,2021,Libyen,2866
2596,2021,Litauen,13478
2597,2021,Luxemburg,6308
2598,2021,Malta,654
2599,2021,Marokko,15950
2600,2021,Mexiko,7370
2601,2021,Montenegro (ab 03.06.2006),3868
2602,2021,Namibia,360
2603,2021,Neuseeland,632
2604,2021,Nicaragua,294
2605,2021,Niederlande,19760
2606,2021,Niger,408
2607,2021,Nigeria,5156
2608,2021,Nordmazedonien,34884
2609,2021,Norwegen,2346
2610,2021,Pakistan,13006
2611,2021,Paraguay,478
2612,2021,Peru,2112
2613,2021,Philippinen,9352
2614,2021,Polen,188200
2615,2021,Portugal,13810
2616,2021,Ruanda,870
2617,2021,Rumänien,381208
2618,2021,Russische Föderation,24474
2619,2021,Saudi-Arabien,1902
2620,2021,Schweden,6536
2621,2021,Schweiz,11066
2622,2021,Senegal,966
2623,2021,Serbien,48550
2624,2021,Singapur,1648
2625,2021,Slowakei,18878
2626,2021,Slowenien,6332
2627,2021,Somalia,6012
2628,2021,Spanien,49312
2629,2021,Sudan (einschließlich Südsudan) (bis 08.07.2011),0
2630,2021,Sudan (ohne Südsudan) (ab 09.07.2011),0
2631,2021,Syrien,84102
2632,2021,Südafrika,2346
2633,2021,Südsudan (ab 09.07.2011),0
2634,2021,Tadschikistan,2672
2635,2021,Tansania,540
2636,2021,Thailand,5678
2637,2021,Tschechien,16948
2638,2021,Tunesien,11528
2639,2021,Türkei,89250
2640,2021,Uganda,1074
2641,2021,Ukraine,23682
2642,2021,Unbekanntes Ausland,46598
2643,2021,Ungarn,53254
2644,2021,Ungeklärt / Ohne Angabe,40878
2645,2021,Uruguay,382
2646,2021,Usbekistan,1862
2647,2021,"Venezuela, Bolivarische Republik",2622
2648,2021,Vereinigte Arabische Emirate,3756
2649,2021,Vereinigte Staaten,27934
2650,2021,Vereinigtes Königreich,18236
2651,2021,Vietnam,12196
2652,2021,Zentralafrikanische Republik,48
2653,2021,Zypern,1224
2654,2021,Ägypten,12254
2655,2021,Äthiopien,3046
2656,2021,Österreich,21510
2657,2021,Übriges Afrika,16660
2658,2021,Übriges Amerika,5538
2659,2021,Übriges Asien,16588
2660,2021,Übriges Europa,33162
2661,2021,Übriges Ozeanien,44
2662,2022,Afghanistan,110198
2663,2022,Albanien,37920
2664,2022,Algerien,9210
2665,2022,Andorra,20
2666,2022,Angola,856
2667,2022,Argentinien,7794
2668,2022,Armenien,4882
2669,2022,Aserbaidschan,8590
2670,2022,Australien,3810
2671,2022,Belarus,6470
2672,2022,Belgien,7572
2673,2022,"Bolivien, Plurinationaler Staat",784
2674,2022,Bosnien und Herzegowina,42928
2675,2022,Brasilien,23296
2676,2022,Bulgarien,142940
2677,2022,Chile,3554
2678,2022,China,27410
2679,2022,Costa Rica,772
