Stichtag,Bundesland,Geschlecht,Ländergruppierungen_Code,Ländergruppierungen_Label,Anzahl,Ausländer
2024-12-31,Baden-Württemberg,männlich,AFRIKA,Afrika,57370,Ausländer
2024-12-31,Thüringen,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),98525,Ausländer
2024-12-31,Bremen,weiblich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),58420,Ausländer
2024-12-31,Niedersachsen,weiblich,EUROPA,Europa,345950,Ausländer
2024-12-31,Berlin,männlich,EUROPA,Europa,305535,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,2400,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,EUROPA-EU-27,EU-27 (bis 30.06.2013),47325,Ausländer
2024-12-31,Hessen,männlich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),646155,Ausländer
2024-12-31,Thüringen,männlich,AFRIKAWEST,Westafrika,1120,Ausländer
2024-12-31,Baden-Württemberg,weiblich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),96790,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,ASIENVOR,Vorderasien,28720,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,EUROPA-EU-25,EU-25 (bis 31.12.2006),74265,Ausländer
2024-12-31,Bremen,weiblich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),59040,Ausländer
2024-12-31,Brandenburg,weiblich,EUROPA-EG-10,EG-10 (bis 31.12.1985),3390,Ausländer
2024-12-31,Sachsen,weiblich,EUROPA,Europa,102355,Ausländer
2024-12-31,Schleswig-Holstein,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),127660,Ausländer
2024-12-31,Brandenburg,männlich,EUROPA-EG-10,EG-10 (bis 31.12.1985),5150,Ausländer
2024-12-31,Bayern,weiblich,AFRIKAOST,Ostafrika,17730,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,ASIEN,Asien,48155,Ausländer
2024-12-31,Thüringen,männlich,EUROPA,Europa,56415,Ausländer
2024-12-31,Bremen,männlich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,3780,Ausländer
2024-12-31,Bremen,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),77785,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),179540,Ausländer
2024-12-31,Hessen,weiblich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,4710,Ausländer
2024-12-31,Hamburg,weiblich,ASIEN,Asien,49745,Ausländer
2024-12-31,Hessen,weiblich,AFRIKASUED,Südafrika,1090,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,AFRIKANORD,Nordafrika,555,Ausländer
2024-12-31,Baden-Württemberg,männlich,EUROPA-EG-12,EG-12 (bis 31.12.1994),196420,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,EUROPA,Europa,1132670,Ausländer
2024-12-31,Schleswig-Holstein,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),167225,Ausländer
2024-12-31,Niedersachsen,männlich,AFRIKAZENTR,Zentralafrika,5915,Ausländer
2024-12-31,Berlin,männlich,ASIEN,Asien,135400,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),283525,Ausländer
2024-12-31,Berlin,männlich,ASIENOST2,Ost- und Zentralasien,28495,Ausländer
2024-12-31,Hamburg,männlich,AFRIKA,Afrika,19010,Ausländer
2024-12-31,Saarland,männlich,ASIEN,Asien,27915,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,EUROPA-EU-25,EU-25 (bis 31.12.2006),33510,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,EUROPA,Europa,105545,Ausländer
2024-12-31,Hessen,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),266340,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,AFRIKANORD,Nordafrika,7370,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,EUROPA-EU-27,EU-27 (bis 30.06.2013),108965,Ausländer
2024-12-31,Saarland,weiblich,EUROPA,Europa,52640,Ausländer
2024-12-31,Brandenburg,männlich,EUROPA-EG-12,EG-12 (bis 31.12.1994),6405,Ausländer
2024-12-31,Bayern,männlich,AFRIKAZENTR,Zentralafrika,3400,Ausländer
2024-12-31,Hessen,männlich,AFRIKAZENTR,Zentralafrika,2125,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,39445,Ausländer
2024-12-31,Bayern,weiblich,EUROPA-EG-12,EG-12 (bis 31.12.1994),124570,Ausländer
2024-12-31,Saarland,weiblich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),64640,Ausländer
2024-12-31,Bayern,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),565985,Ausländer
2024-12-31,Bayern,männlich,LDR-SU,Gebiet der ehemaligen Sowjetunion,121900,Ausländer
2024-12-31,Bremen,weiblich,AFRIKAWEST,Westafrika,4345,Ausländer
2024-12-31,Saarland,männlich,LDR-YU,Gebiet des ehemaligen Jugoslawien,4260,Ausländer
2024-12-31,Hamburg,männlich,AMERIKANORD,Nordamerika,2805,Ausländer
2024-12-31,Baden-Württemberg,männlich,AFRIKANORD,Nordafrika,16850,Ausländer
2024-12-31,Sachsen,weiblich,AFRIKANORD,Nordafrika,2915,Ausländer
2024-12-31,Brandenburg,weiblich,EUROPA-EU-15,EU-15 (bis 30.04.2004),5320,Ausländer
2024-12-31,Brandenburg,männlich,EUROPA-EU-15,EU-15 (bis 30.04.2004),7530,Ausländer
2024-12-31,Hessen,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),585430,Ausländer
2024-12-31,Bayern,männlich,EUROPA,Europa,925330,Ausländer
2024-12-31,Saarland,weiblich,AMERIKANORD,Nordamerika,410,Ausländer
2024-12-31,Saarland,männlich,EUROPA-EU-25,EU-25 (bis 31.12.2006),23930,Ausländer
2024-12-31,Baden-Württemberg,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),485605,Ausländer
2024-12-31,Bayern,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),999410,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),46075,Ausländer
2024-12-31,Sachsen,weiblich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,8375,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,EUROPA,Europa,39505,Ausländer
2024-12-31,Brandenburg,männlich,AFRIKAZENTR,Zentralafrika,2580,Ausländer
2024-12-31,Berlin,männlich,AMERIKANORD,Nordamerika,13045,Ausländer
2024-12-31,Baden-Württemberg,weiblich,ASIENVOR,Vorderasien,67245,Ausländer
2024-12-31,Sachsen,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),5300,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),81855,Ausländer
2024-12-31,Niedersachsen,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),368490,Ausländer
2024-12-31,Hessen,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),564340,Ausländer
2024-12-31,Saarland,männlich,AMERIKA,Amerika,1035,Ausländer
2024-12-31,Bayern,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,178680,Ausländer
2024-12-31,Bayern,weiblich,,Insgesamt,1123980,Ausländer
2024-12-31,Thüringen,männlich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,2470,Ausländer
2024-12-31,Bayern,weiblich,EUROPA-EG-10,EG-10 (bis 31.12.1985),105190,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,AFRIKAZENTR,Zentralafrika,825,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),138425,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,AMERIKANORD,Nordamerika,280,Ausländer
2024-12-31,Hamburg,männlich,AFRIKANORD,Nordafrika,5045,Ausländer
2024-12-31,Bremen,männlich,ASIEN,Asien,23310,Ausländer
2024-12-31,Bremen,weiblich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),75400,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),180525,Ausländer
2024-12-31,Thüringen,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,3075,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,AFRIKANORD,Nordafrika,4715,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),65150,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,51410,Ausländer
2024-12-31,Thüringen,männlich,EUROPA-EG-09,EG-9 (bis 31.12.1980),2500,Ausländer
2024-12-31,Sachsen,männlich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,7390,Ausländer
2024-12-31,Brandenburg,weiblich,EUROPA-EG-12,EG-12 (bis 31.12.1994),4295,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,EUROPA-EG-09,EG-9 (bis 31.12.1980),28640,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,AMERIKANORD,Nordamerika,8780,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,73225,Ausländer
2024-12-31,Thüringen,weiblich,EUROPA-EG-10,EG-10 (bis 31.12.1985),1965,Ausländer
2024-12-31,Hessen,weiblich,AMERIKASUD,Südamerika,8285,Ausländer
2024-12-31,Brandenburg,männlich,LDR-YU,Gebiet des ehemaligen Jugoslawien,4640,Ausländer
2024-12-31,Niedersachsen,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,107115,Ausländer
2024-12-31,Saarland,männlich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,580,Ausländer
2024-12-31,Niedersachsen,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),478910,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,AFRIKAOST,Ostafrika,7300,Ausländer
2024-12-31,Bayern,weiblich,EUROPA-EU-15,EU-15 (bis 30.04.2004),169865,Ausländer
2024-12-31,Brandenburg,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),94510,Ausländer
2024-12-31,Thüringen,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),2120,Ausländer
2024-12-31,Bremen,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),2480,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,AFRIKAOST,Ostafrika,16575,Ausländer
2024-12-31,Sachsen,männlich,,Insgesamt,197475,Ausländer
2024-12-31,Hessen,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),556025,Ausländer
2024-12-31,Hessen,weiblich,AMERIKAMIT2,Mittelamerika und Karibik,2600,Ausländer
2024-12-31,Saarland,männlich,EUROPA-EU-28,EU-28 (bis 31.01.2020),33415,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),1125010,Ausländer
2024-12-31,Sachsen,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,4255,Ausländer
2024-12-31,Bayern,weiblich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,60125,Ausländer
2024-12-31,Bayern,weiblich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),653105,Ausländer
2024-12-31,Bayern,weiblich,AMERIKAMIT2,Mittelamerika und Karibik,5525,Ausländer
2024-12-31,Schleswig-Holstein,männlich,ASIENVOR,Vorderasien,39885,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),78210,Ausländer
2024-12-31,Hessen,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),52990,Ausländer
2024-12-31,Bayern,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),954115,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,AFRIKAZENTR,Zentralafrika,585,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,EUROPA-EG-10,EG-10 (bis 31.12.1985),200210,Ausländer
2024-12-31,Hessen,weiblich,AUSTRALIEN,Australien und Ozeanien,570,Ausländer
2024-12-31,Sachsen,weiblich,EUROPA-EU-27,EU-27 (bis 30.06.2013),42025,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,AMERIKAMIT2,Mittelamerika und Karibik,360,Ausländer
2024-12-31,Saarland,männlich,EUROPA-EU-27,EU-27 (bis 30.06.2013),32625,Ausländer
2024-12-31,Brandenburg,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,3485,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),80740,Ausländer
2024-12-31,Brandenburg,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),92580,Ausländer
2024-12-31,Brandenburg,weiblich,AMERIKAMIT2,Mittelamerika und Karibik,465,Ausländer
2024-12-31,Baden-Württemberg,männlich,ASIENSUED2,Süd- und Südostasien,48105,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,ASIENOST2,Ost- und Zentralasien,3430,Ausländer
2024-12-31,Hessen,männlich,LDR-SU,Gebiet der ehemaligen Sowjetunion,62875,Ausländer
2024-12-31,Thüringen,weiblich,AFRIKAWEST,Westafrika,650,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,LDR-GASTARB,Gastarbeiterländer,8425,Ausländer
2024-12-31,Thüringen,männlich,LDR-YU,Gebiet des ehemaligen Jugoslawien,3760,Ausländer
2024-12-31,Brandenburg,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),93605,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,EUROPA-EU-15,EU-15 (bis 30.04.2004),265570,Ausländer
2024-12-31,Bayern,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),1018790,Ausländer
2024-12-31,Sachsen,männlich,AFRIKANORD,Nordafrika,6235,Ausländer
2024-12-31,Sachsen,weiblich,EUROPA-EU-28,EU-28 (bis 31.01.2020),42840,Ausländer
2024-12-31,Thüringen,männlich,ASIENVOR,Vorderasien,20360,Ausländer
2024-12-31,Saarland,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,4025,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),81175,Ausländer
2024-12-31,Bremen,männlich,LDR-SU,Gebiet der ehemaligen Sowjetunion,9760,Ausländer
2024-12-31,Brandenburg,weiblich,LDR-GASTARB,Gastarbeiterländer,8955,Ausländer
2024-12-31,Niedersachsen,weiblich,DRITT-EU-28,Drittstaaten zu EU-28 (bis 31.01.2020),346350,Ausländer
2024-12-31,Baden-Württemberg,weiblich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),623575,Ausländer
2024-12-31,Niedersachsen,weiblich,AMERIKAMIT2,Mittelamerika und Karibik,2165,Ausländer
2024-12-31,Hamburg,männlich,EUROPA,Europa,114070,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,EUROPA-EU-25,EU-25 (bis 31.12.2006),408975,Ausländer
2024-12-31,Niedersachsen,männlich,ASIENSUED2,Süd- und Südostasien,19945,Ausländer
2024-12-31,Baden-Württemberg,männlich,ASIENOST2,Ost- und Zentralasien,49145,Ausländer
2024-12-31,Sachsen-Anhalt,männlich,ASIEN,Asien,40075,Ausländer
2024-12-31,Niedersachsen,weiblich,DRITT-EU-27,Drittstaaten zu EU-27 (bis 30.06.2013),351745,Ausländer
2024-12-31,Sachsen,männlich,AMERIKASUD,Südamerika,6715,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),1454215,Ausländer
2024-12-31,Bremen,weiblich,AFRIKAZENTR,Zentralafrika,425,Ausländer
2024-12-31,Brandenburg,weiblich,LDR-SU,Gebiet der ehemaligen Sowjetunion,31120,Ausländer
2024-12-31,Sachsen,weiblich,ASIENOST2,Ost- und Zentralasien,11285,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,EUROPA,Europa,1095560,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,,Insgesamt,333000,Ausländer
2024-12-31,Brandenburg,weiblich,EUROPA-EG-09,EG-9 (bis 31.12.1980),2700,Ausländer
2024-12-31,Sachsen,weiblich,AFRIKA,Afrika,6290,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,,Insgesamt,1570580,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,EUROPA-EG-09,EG-9 (bis 31.12.1980),8385,Ausländer
2024-12-31,Schleswig-Holstein,männlich,AFRIKAWEST,Westafrika,2645,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,EUROPA-EU-15,EU-15 (bis 30.04.2004),2705,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,AUSTRALIEN,Australien und Ozeanien,195,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,ASIENVOR,Vorderasien,12390,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,ASIENVOR,Vorderasien,272515,Ausländer
2024-12-31,Bremen,männlich,AFRIKANORD,Nordafrika,2000,Ausländer
2024-12-31,Hessen,weiblich,ASIENVOR,Vorderasien,45185,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),1567945,Ausländer
2024-12-31,Berlin,männlich,AFRIKANORD,Nordafrika,11785,Ausländer
2024-12-31,Niedersachsen,weiblich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,1635,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,5770,Ausländer
2024-12-31,Saarland,männlich,ASIENSUED2,Süd- und Südostasien,2485,Ausländer
2024-12-31,Brandenburg,männlich,AFRIKAWEST,Westafrika,1520,Ausländer
2024-12-31,Bayern,weiblich,AFRIKASUED,Südafrika,2120,Ausländer
2024-12-31,Sachsen,männlich,ASIEN,Asien,68050,Ausländer
2024-12-31,Baden-Württemberg,weiblich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),945005,Ausländer
2024-12-31,Bremen,weiblich,AMERIKANORD,Nordamerika,600,Ausländer
2024-12-31,Baden-Württemberg,weiblich,AMERIKA,Amerika,26640,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),108470,Ausländer
2024-12-31,Thüringen,männlich,ASIEN,Asien,37665,Ausländer
2024-12-31,Bayern,weiblich,ASIENOST2,Ost- und Zentralasien,54655,Ausländer
2024-12-31,Hamburg,männlich,,Insgesamt,202770,Ausländer
2024-12-31,Brandenburg,männlich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),33670,Ausländer
2024-12-31,Berlin,männlich,AFRIKAOST,Ostafrika,3565,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,EUROPA-EU-15,EU-15 (bis 30.04.2004),4200,Ausländer
2024-12-31,Saarland,weiblich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,2125,Ausländer
2024-12-31,Bayern,männlich,EUROPA-EU-15,EU-15 (bis 30.04.2004),203325,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,AFRIKANORD,Nordafrika,35500,Ausländer
2024-12-31,Baden-Württemberg,männlich,AFRIKASUED,Südafrika,1335,Ausländer
2024-12-31,Baden-Württemberg,weiblich,EUROPA-EG-09,EG-9 (bis 31.12.1980),101150,Ausländer
2024-12-31,Sachsen,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),185120,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,AFRIKA,Afrika,7525,Ausländer
2024-12-31,Saarland,weiblich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),48600,Ausländer
2024-12-31,Sachsen,männlich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),188380,Ausländer
2024-12-31,Berlin,männlich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),430815,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),18970,Ausländer
2024-12-31,Hessen,männlich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,29855,Ausländer
2024-12-31,Bayern,männlich,EUROPA-EG-10,EG-10 (bis 31.12.1985),135780,Ausländer
2024-12-31,Bayern,weiblich,ASIENVOR,Vorderasien,68470,Ausländer
2024-12-31,Hamburg,weiblich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),179080,Ausländer
2024-12-31,Hessen,weiblich,EUROPA-EU-28,EU-28 (bis 31.01.2020),236605,Ausländer
2024-12-31,Sachsen,männlich,EUROPA,Europa,104585,Ausländer
2024-12-31,Hamburg,männlich,EUROPA-EU-15,EU-15 (bis 30.04.2004),25035,Ausländer
2024-12-31,Berlin,weiblich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),143520,Ausländer
2024-12-31,Berlin,männlich,AFRIKA,Afrika,30050,Ausländer
2024-12-31,Bayern,weiblich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,25245,Ausländer
2024-12-31,Thüringen,weiblich,ASIENSUED2,Süd- und Südostasien,5645,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,AMERIKANORD,Nordamerika,1320,Ausländer
2024-12-31,Thüringen,weiblich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),83580,Ausländer
2024-12-31,Rheinland-Pfalz,weiblich,AMERIKANORD,Nordamerika,3380,Ausländer
2024-12-31,Brandenburg,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),79900,Ausländer
2024-12-31,Bayern,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),84305,Ausländer
2024-12-31,Berlin,männlich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),453775,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),1462110,Ausländer
2024-12-31,Baden-Württemberg,männlich,EUROPA-EU-15,EU-15 (bis 30.04.2004),211075,Ausländer
2024-12-31,Hamburg,männlich,EUROPA-EG-09,EG-9 (bis 31.12.1980),11435,Ausländer
2024-12-31,Mecklenburg-Vorpommern,männlich,ASIEN,Asien,21460,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,EUROPA-EU-27,EU-27 (bis 30.06.2013),18460,Ausländer
2024-12-31,Bayern,männlich,EUROPA-EG-12,EG-12 (bis 31.12.1994),158380,Ausländer
2024-12-31,Bremen,männlich,EUROPA-EG-10,EG-10 (bis 31.12.1985),4255,Ausländer
2024-12-31,Berlin,weiblich,DRITT-EG-10,Drittstaaten zu EG-10 (bis 31.12.1985),430250,Ausländer
2024-12-31,Schleswig-Holstein,männlich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,1065,Ausländer
2024-12-31,Brandenburg,weiblich,LDR-SM,Gebiet des ehemaligen Serbien und Montenegro,1325,Ausländer
2024-12-31,Sachsen,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),157320,Ausländer
2024-12-31,Brandenburg,weiblich,AFRIKASUED,Südafrika,250,Ausländer
2024-12-31,Niedersachsen,männlich,ASIENOST2,Ost- und Zentralasien,30605,Ausländer
2024-12-31,Berlin,weiblich,AFRIKAZENTR,Zentralafrika,2695,Ausländer
2024-12-31,Thüringen,männlich,AFRIKANORD,Nordafrika,2610,Ausländer
2024-12-31,Schleswig-Holstein,weiblich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,595,Ausländer
2024-12-31,Hamburg,männlich,AMERIKASUD,Südamerika,3405,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,LDR-GASTARB,Gastarbeiterländer,566210,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,EUROPA-EU-28,EU-28 (bis 31.01.2020),19105,Ausländer
2024-12-31,Berlin,männlich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),440475,Ausländer
2024-12-31,Niedersachsen,männlich,AMERIKASUD,Südamerika,7575,Ausländer
2024-12-31,Niedersachsen,männlich,LDR-YU,Gebiet des ehemaligen Jugoslawien,41120,Ausländer
2024-12-31,Baden-Württemberg,weiblich,AMERIKASUD,Südamerika,12985,Ausländer
2024-12-31,Brandenburg,weiblich,AFRIKAOST,Ostafrika,2630,Ausländer
2024-12-31,Baden-Württemberg,männlich,DRITT-EG-09,Drittstaaten zu EG-9 (bis 31.12.1980),1015610,Ausländer
2024-12-31,Saarland,männlich,DRITT-EU-27-1,Drittstaaten zu EU-27 (seit 01.02.2020),51495,Ausländer
2024-12-31,Sachsen-Anhalt,weiblich,EUROPA-EG-12,EG-12 (bis 31.12.1994),2600,Ausländer
2024-12-31,Bayern,weiblich,AMERIKA,Amerika,34440,Ausländer
2024-12-31,Niedersachsen,weiblich,AFRIKA,Afrika,25335,Ausländer
2024-12-31,Thüringen,männlich,AFRIKAOST,Ostafrika,2020,Ausländer
2024-12-31,Bremen,weiblich,ASIENSUED2,Süd- und Südostasien,3570,Ausländer
2024-12-31,Bayern,männlich,AFRIKA,Afrika,66330,Ausländer
2024-12-31,Berlin,weiblich,DRITT-EG-12,Drittstaaten zu EG-12 (bis 31.12.1994),418985,Ausländer
2024-12-31,Rheinland-Pfalz,männlich,LDR-CZ,Gebiet der ehemaligen Tschechoslowakei,1700,Ausländer
2024-12-31,Sachsen,weiblich,EUROPA-EU-27-1,EU-27 (seit 01.02.2020),42305,Ausländer
2024-12-31,Nordrhein-Westfalen,männlich,AMERIKA,Amerika,22110,Ausländer
2024-12-31,Thüringen,männlich,DRITT-EWG-06,Drittstaaten zu EWG-6 (bis 31.12.1972),100770,Ausländer
2024-12-31,Berlin,männlich,EUROPA-EWG-06,EWG-6 (bis 31.12.1972),36660,Ausländer
2024-12-31,Nordrhein-Westfalen,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),1348580,Ausländer
2024-12-31,Bayern,männlich,LDR-GB,Vereinigtes Königreich einschl.brit.Überseegebiete,7845,Ausländer
2024-12-31,Mecklenburg-Vorpommern,weiblich,EUROPA-EG-10,EG-10 (bis 31.12.1985),1700,Ausländer
2024-12-31,Berlin,weiblich,AMERIKA,Amerika,26570,Ausländer
2024-12-31,Hamburg,männlich,AFRIKAOST,Ostafrika,3825,Ausländer
2024-12-31,Bayern,weiblich,LDR-YU,Gebiet des ehemaligen Jugoslawien,176700,Ausländer
2024-12-31,Baden-Württemberg,weiblich,EUROPA-EU-15,EU-15 (bis 30.04.2004),178520,Ausländer
2024-12-31,Baden-Württemberg,weiblich,DRITT-EU-15,Drittstaaten zu EU-15 (bis 30.04.2004),867635,Ausländer
