Bundesland,Bildungsbereich,Schulart,Anzahl,Geschlecht,Herkunft
Baden-Württemberg 1,Vorschulbereich,Schulkindergärten,4004,männlich,deutsch
Baden-Württemberg 1,Primarbereich,Grundschulen,144699,männlich,deutsch
Baden-Württemberg 1,Primarbereich,Integrierte Gesamtschulen,21302,männlich,deutsch
Baden-Württemberg 1,Primarbereich,Freie Waldorfschulen,3603,männlich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Hauptschulen,17542,männlich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Realschulen,96664,männlich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Gymnasien,90049,männlich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Integrierte Gesamtschulen,37700,männlich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Freie Waldorfschulen,5156,männlich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Abendrealschulen,367,männlich,deutsch
Baden-Württemberg 1,Sekundarbereich II,Gymnasien,41570,männlich,deutsch
Baden-Württemberg 1,Sekundarbereich II,Integrierte Gesamtschulen,430,männlich,deutsch
Baden-Württemberg 1,Sekundarbereich II,Freie Waldorfschulen,1944,männlich,deutsch
Baden-Württemberg 1,Sekundarbereich II,Abendgymnasien,561,männlich,deutsch
Baden-Württemberg 1,Sekundarbereich II,Kollegs,155,männlich,deutsch
Baden-Württemberg 1,Keinem Bereich zugeordnet,Förderschulen,26730,männlich,deutsch
Bayern,Primarbereich,Grundschulen,195671,männlich,deutsch
Bayern,Primarbereich,Freie Waldorfschulen,1488,männlich,deutsch
Bayern,Sekundarbereich I,Schulartunabhängige Orientierungsstufe,203,männlich,deutsch
Bayern,Sekundarbereich I,Hauptschulen,82471,männlich,deutsch
Bayern,Sekundarbereich I,Realschulen,107959,männlich,deutsch
Bayern,Sekundarbereich I,Gymnasien,94324,männlich,deutsch
Bayern,Sekundarbereich I,Integrierte Gesamtschulen,878,männlich,deutsch
Bayern,Sekundarbereich I,Freie Waldorfschulen,2097,männlich,deutsch
Bayern,Sekundarbereich I,Abendrealschulen,98,männlich,deutsch
Bayern,Sekundarbereich II,Gymnasien,48047,männlich,deutsch
Bayern,Sekundarbereich II,Freie Waldorfschulen,787,männlich,deutsch
Bayern,Sekundarbereich II,Abendgymnasien,245,männlich,deutsch
Bayern,Sekundarbereich II,Kollegs,392,männlich,deutsch
Bayern,Keinem Bereich zugeordnet,Förderschulen,29158,männlich,deutsch
Berlin,Primarbereich,Grundschulen,50925,männlich,deutsch
Berlin,Primarbereich,Integrierte Gesamtschulen,4263,männlich,deutsch
Berlin,Primarbereich,Freie Waldorfschulen,776,männlich,deutsch
Berlin,Sekundarbereich I,Schulartunabhängige Orientierungsstufe,22129,männlich,deutsch
Berlin,Sekundarbereich I,Gymnasien,18933,männlich,deutsch
Berlin,Sekundarbereich I,Integrierte Gesamtschulen,32038,männlich,deutsch
Berlin,Sekundarbereich I,Freie Waldorfschulen,977,männlich,deutsch
Berlin,Sekundarbereich I,Abendhauptschulen,69,männlich,deutsch
Berlin,Sekundarbereich I,Abendrealschulen,239,männlich,deutsch
Berlin,Sekundarbereich II,Gymnasien,14775,männlich,deutsch
Berlin,Sekundarbereich II,Integrierte Gesamtschulen,6455,männlich,deutsch
Berlin,Sekundarbereich II,Freie Waldorfschulen,375,männlich,deutsch
Berlin,Sekundarbereich II,Abendgymnasien,157,männlich,deutsch
Berlin,Sekundarbereich II,Kollegs,566,männlich,deutsch
Berlin,Keinem Bereich zugeordnet,Förderschulen,4331,männlich,deutsch
Brandenburg,Primarbereich,Grundschulen,42704,männlich,deutsch
Brandenburg,Primarbereich,Integrierte Gesamtschulen,286,männlich,deutsch
Brandenburg,Primarbereich,Freie Waldorfschulen,263,männlich,deutsch
Brandenburg,Sekundarbereich I,Schulartunabhängige Orientierungsstufe,19847,männlich,deutsch
Brandenburg,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,17483,männlich,deutsch
Brandenburg,Sekundarbereich I,Gymnasien,12793,männlich,deutsch
Brandenburg,Sekundarbereich I,Integrierte Gesamtschulen,7230,männlich,deutsch
Brandenburg,Sekundarbereich I,Freie Waldorfschulen,361,männlich,deutsch
Brandenburg,Sekundarbereich I,Abendrealschulen,317,männlich,deutsch
Brandenburg,Sekundarbereich II,Gymnasien,10908,männlich,deutsch
Brandenburg,Sekundarbereich II,Integrierte Gesamtschulen,2700,männlich,deutsch
Brandenburg,Sekundarbereich II,Freie Waldorfschulen,146,männlich,deutsch
Brandenburg,Sekundarbereich II,Abendgymnasien,136,männlich,deutsch
Brandenburg,Sekundarbereich II,Kollegs,82,männlich,deutsch
Brandenburg,Keinem Bereich zugeordnet,Förderschulen,5393,männlich,deutsch
Bremen,Vorschulbereich,Vorklassen,8,männlich,deutsch
Bremen,Primarbereich,Grundschulen,9212,männlich,deutsch
Bremen,Primarbereich,Freie Waldorfschulen,140,männlich,deutsch
Bremen,Sekundarbereich I,Gymnasien,3201,männlich,deutsch
Bremen,Sekundarbereich I,Integrierte Gesamtschulen,10493,männlich,deutsch
Bremen,Sekundarbereich I,Freie Waldorfschulen,223,männlich,deutsch
Bremen,Sekundarbereich I,Abendhauptschulen,20,männlich,deutsch
Bremen,Sekundarbereich I,Abendrealschulen,111,männlich,deutsch
Bremen,Sekundarbereich II,Gymnasien,1813,männlich,deutsch
Bremen,Sekundarbereich II,Integrierte Gesamtschulen,1842,männlich,deutsch
Bremen,Sekundarbereich II,Freie Waldorfschulen,83,männlich,deutsch
Bremen,Sekundarbereich II,Abendgymnasien,62,männlich,deutsch
Bremen,Sekundarbereich II,Kollegs,88,männlich,deutsch
Bremen,Keinem Bereich zugeordnet,Förderschulen,228,männlich,deutsch
Hamburg,Vorschulbereich,Vorklassen,4098,männlich,deutsch
Hamburg,Primarbereich,Grundschulen,26661,männlich,deutsch
Hamburg,Primarbereich,Integrierte Gesamtschulen,1891,männlich,deutsch
Hamburg,Primarbereich,Freie Waldorfschulen,484,männlich,deutsch
Hamburg,Sekundarbereich I,Schulartunabhängige Orientierungsstufe,162,männlich,deutsch
Hamburg,Sekundarbereich I,Gymnasien,16942,männlich,deutsch
Hamburg,Sekundarbereich I,Integrierte Gesamtschulen,20740,männlich,deutsch
Hamburg,Sekundarbereich I,Freie Waldorfschulen,699,männlich,deutsch
Hamburg,Sekundarbereich I,Abendrealschulen 2,191,männlich,deutsch
Hamburg,Sekundarbereich II,Gymnasien,8579,männlich,deutsch
Hamburg,Sekundarbereich II,Integrierte Gesamtschulen,4468,männlich,deutsch
Hamburg,Sekundarbereich II,Freie Waldorfschulen,303,männlich,deutsch
Hamburg,Sekundarbereich II,Abendgymnasien,272,männlich,deutsch
Hamburg,Sekundarbereich II,Kollegs,87,männlich,deutsch
Hamburg,Keinem Bereich zugeordnet,Förderschulen,2366,männlich,deutsch
Hessen,Vorschulbereich,Schulkindergärten,1551,männlich,deutsch
Hessen,Primarbereich,Grundschulen 3,97655,männlich,deutsch
Hessen,Primarbereich,Freie Waldorfschulen,867,männlich,deutsch
Hessen,Sekundarbereich I,Schulartunabhängige Orientierungsstufe,6618,männlich,deutsch
Hessen,Sekundarbereich I,Hauptschulen,8049,männlich,deutsch
Hessen,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,2850,männlich,deutsch
Hessen,Sekundarbereich I,Realschulen,28994,männlich,deutsch
Hessen,Sekundarbereich I,Gymnasien,65334,männlich,deutsch
Hessen,Sekundarbereich I,Integrierte Gesamtschulen,29013,männlich,deutsch
Hessen,Sekundarbereich I,Freie Waldorfschulen,1234,männlich,deutsch
Hessen,Sekundarbereich I,Abendhauptschulen,69,männlich,deutsch
Hessen,Sekundarbereich I,Abendrealschulen,572,männlich,deutsch
Hessen,Sekundarbereich II,Gymnasien 4,24649,männlich,deutsch
Hessen,Sekundarbereich II,Freie Waldorfschulen,437,männlich,deutsch
Hessen,Sekundarbereich II,Abendgymnasien,335,männlich,deutsch
Hessen,Sekundarbereich II,Kollegs,197,männlich,deutsch
Hessen,Keinem Bereich zugeordnet,Förderschulen,11438,männlich,deutsch
Hessen,Keinem Bereich zugeordnet,Keine Zuordnung zu einer Schulart möglich 5,280,männlich,deutsch
Mecklenburg-Vorpommern,Primarbereich,Grundschulen,26823,männlich,deutsch
Mecklenburg-Vorpommern,Primarbereich,Freie Waldorfschulen,201,männlich,deutsch
Mecklenburg-Vorpommern,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,22911,männlich,deutsch
Mecklenburg-Vorpommern,Sekundarbereich I,Gymnasien,7766,männlich,deutsch
Mecklenburg-Vorpommern,Sekundarbereich I,Integrierte Gesamtschulen,3533,männlich,deutsch
Mecklenburg-Vorpommern,Sekundarbereich I,Freie Waldorfschulen,251,männlich,deutsch
Mecklenburg-Vorpommern,Sekundarbereich II,Gymnasien,6464,männlich,deutsch
Mecklenburg-Vorpommern,Sekundarbereich II,Integrierte Gesamtschulen,574,männlich,deutsch
Mecklenburg-Vorpommern,Sekundarbereich II,Freie Waldorfschulen,100,männlich,deutsch
Mecklenburg-Vorpommern,Sekundarbereich II,Abendgymnasien,164,männlich,deutsch
Mecklenburg-Vorpommern,Keinem Bereich zugeordnet,Förderschulen,4593,männlich,deutsch
Niedersachsen,Vorschulbereich,Schulkindergärten,1106,männlich,deutsch
Niedersachsen,Primarbereich,Grundschulen,122440,männlich,deutsch
Niedersachsen,Primarbereich,Integrierte Gesamtschulen,426,männlich,deutsch
Niedersachsen,Primarbereich,Freie Waldorfschulen,1126,männlich,deutsch
Niedersachsen,Sekundarbereich I,Hauptschulen,9446,männlich,deutsch
Niedersachsen,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,48571,männlich,deutsch
Niedersachsen,Sekundarbereich I,Realschulen,29851,männlich,deutsch
Niedersachsen,Sekundarbereich I,Gymnasien,79254,männlich,deutsch
Niedersachsen,Sekundarbereich I,Integrierte Gesamtschulen,32490,männlich,deutsch
Niedersachsen,Sekundarbereich I,Freie Waldorfschulen,1612,männlich,deutsch
Niedersachsen,Sekundarbereich II,Gymnasien,32950,männlich,deutsch
Niedersachsen,Sekundarbereich II,Integrierte Gesamtschulen,6402,männlich,deutsch
Niedersachsen,Sekundarbereich II,Freie Waldorfschulen,565,männlich,deutsch
Niedersachsen,Sekundarbereich II,Abendgymnasien,254,männlich,deutsch
Niedersachsen,Sekundarbereich II,Kollegs,331,männlich,deutsch
Niedersachsen,Keinem Bereich zugeordnet,Förderschulen,14506,männlich,deutsch
Nordrhein-Westfalen,Vorschulbereich,Schulkindergärten,987,männlich,deutsch
Nordrhein-Westfalen,Primarbereich,Grundschulen,277224,männlich,deutsch
Nordrhein-Westfalen,Primarbereich,Integrierte Gesamtschulen,510,männlich,deutsch
Nordrhein-Westfalen,Primarbereich,Freie Waldorfschulen,2691,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich I,Hauptschulen,19104,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,28101,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich I,Realschulen,91359,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich I,Gymnasien,138279,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich I,Integrierte Gesamtschulen,123747,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich I,Freie Waldorfschulen,3768,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich I,Abendrealschulen,2001,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich II,Gymnasien,83589,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich II,Integrierte Gesamtschulen,25131,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich II,Freie Waldorfschulen,1317,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich II,Abendgymnasien,1740,männlich,deutsch
Nordrhein-Westfalen,Sekundarbereich II,Kollegs,2592,männlich,deutsch
Nordrhein-Westfalen,Keinem Bereich zugeordnet,Förderschulen,45816,männlich,deutsch
Rheinland-Pfalz,Vorschulbereich,Schulkindergärten,33,männlich,deutsch
Rheinland-Pfalz,Primarbereich,Grundschulen 6,63878,männlich,deutsch
Rheinland-Pfalz,Primarbereich,Freie Waldorfschulen,480,männlich,deutsch
Rheinland-Pfalz,Sekundarbereich I,Hauptschulen,94,männlich,deutsch
Rheinland-Pfalz,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,35387,männlich,deutsch
Rheinland-Pfalz,Sekundarbereich I,Realschulen,678,männlich,deutsch
Rheinland-Pfalz,Sekundarbereich I,Gymnasien,37729,männlich,deutsch
Rheinland-Pfalz,Sekundarbereich I,Integrierte Gesamtschulen,17212,männlich,deutsch
Rheinland-Pfalz,Sekundarbereich I,Freie Waldorfschulen,570,männlich,deutsch
Rheinland-Pfalz,Sekundarbereich II,Gymnasien,16077,männlich,deutsch
Rheinland-Pfalz,Sekundarbereich II,Integrierte Gesamtschulen,4142,männlich,deutsch
Rheinland-Pfalz,Sekundarbereich II,Freie Waldorfschulen,200,männlich,deutsch
Rheinland-Pfalz,Sekundarbereich II,Abendgymnasien,86,männlich,deutsch
Rheinland-Pfalz,Sekundarbereich II,Kollegs,162,männlich,deutsch
Rheinland-Pfalz,Keinem Bereich zugeordnet,Förderschulen,8889,männlich,deutsch
Saarland,Vorschulbereich,Schulkindergärten,16,männlich,deutsch
Saarland,Primarbereich,Grundschulen,13023,männlich,deutsch
Saarland,Primarbereich,Freie Waldorfschulen,214,männlich,deutsch
Saarland,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,39,männlich,deutsch
Saarland,Sekundarbereich I,Realschulen,419,männlich,deutsch
Saarland,Sekundarbereich I,Gymnasien,7072,männlich,deutsch
Saarland,Sekundarbereich I,Integrierte Gesamtschulen,11121,männlich,deutsch
Saarland,Sekundarbereich I,Freie Waldorfschulen,285,männlich,deutsch
Saarland,Sekundarbereich I,Abendrealschulen,73,männlich,deutsch
Saarland,Sekundarbereich II,Gymnasien,3839,männlich,deutsch
Saarland,Sekundarbereich II,Integrierte Gesamtschulen,1157,männlich,deutsch
Saarland,Sekundarbereich II,Freie Waldorfschulen,107,männlich,deutsch
Saarland,Sekundarbereich II,Abendgymnasien,40,männlich,deutsch
Saarland,Sekundarbereich II,Kollegs,27,männlich,deutsch
Saarland,Keinem Bereich zugeordnet,Förderschulen,1929,männlich,deutsch
Sachsen,Primarbereich,Grundschulen,68882,männlich,deutsch
Sachsen,Primarbereich,Freie Waldorfschulen,459,männlich,deutsch
Sachsen,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,56225,männlich,deutsch
Sachsen,Sekundarbereich I,Gymnasien,31589,männlich,deutsch
Sachsen,Sekundarbereich I,Freie Waldorfschulen,564,männlich,deutsch
Sachsen,Sekundarbereich I,Abendrealschulen,203,männlich,deutsch
Sachsen,Sekundarbereich II,Gymnasien,15212,männlich,deutsch
Sachsen,Sekundarbereich II,Freie Waldorfschulen,146,männlich,deutsch
Sachsen,Sekundarbereich II,Abendgymnasien,159,männlich,deutsch
Sachsen,Sekundarbereich II,Kollegs,291,männlich,deutsch
Sachsen,Keinem Bereich zugeordnet,Förderschulen,11338,männlich,deutsch
Sachsen-Anhalt,Primarbereich,Grundschulen,34257,männlich,deutsch
Sachsen-Anhalt,Primarbereich,Freie Waldorfschulen,219,männlich,deutsch
Sachsen-Anhalt,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,20604,männlich,deutsch
Sachsen-Anhalt,Sekundarbereich I,Gymnasien,15603,männlich,deutsch
Sachsen-Anhalt,Sekundarbereich I,Integrierte Gesamtschulen,8469,männlich,deutsch
Sachsen-Anhalt,Sekundarbereich I,Freie Waldorfschulen,261,männlich,deutsch
Sachsen-Anhalt,Sekundarbereich I,Abendrealschulen,39,männlich,deutsch
Sachsen-Anhalt,Sekundarbereich II,Gymnasien,7632,männlich,deutsch
Sachsen-Anhalt,Sekundarbereich II,Integrierte Gesamtschulen,336,männlich,deutsch
Sachsen-Anhalt,Sekundarbereich II,Freie Waldorfschulen,69,männlich,deutsch
Sachsen-Anhalt,Sekundarbereich II,Abendgymnasien,27,männlich,deutsch
Sachsen-Anhalt,Sekundarbereich II,Kollegs,90,männlich,deutsch
Sachsen-Anhalt,Keinem Bereich zugeordnet,Förderschulen,7344,männlich,deutsch
Schleswig-Holstein,Primarbereich,Grundschulen,48200,männlich,deutsch
Schleswig-Holstein,Primarbereich,Freie Waldorfschulen,787,männlich,deutsch
Schleswig-Holstein,Sekundarbereich I,Gymnasien,23284,männlich,deutsch
Schleswig-Holstein,Sekundarbereich I,Integrierte Gesamtschulen,42928,männlich,deutsch
Schleswig-Holstein,Sekundarbereich I,Freie Waldorfschulen,1117,männlich,deutsch
Schleswig-Holstein,Sekundarbereich II,Gymnasien,10981,männlich,deutsch
Schleswig-Holstein,Sekundarbereich II,Integrierte Gesamtschulen,3959,männlich,deutsch
Schleswig-Holstein,Sekundarbereich II,Freie Waldorfschulen,384,männlich,deutsch
Schleswig-Holstein,Sekundarbereich II,Abendgymnasien,127,männlich,deutsch
Schleswig-Holstein,Keinem Bereich zugeordnet,Förderschulen,3459,männlich,deutsch
Thüringen,Primarbereich,Grundschulen,32132,männlich,deutsch
Thüringen,Primarbereich,Integrierte Gesamtschulen,3303,männlich,deutsch
Thüringen,Primarbereich,Freie Waldorfschulen,276,männlich,deutsch
Thüringen,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,22254,männlich,deutsch
Thüringen,Sekundarbereich I,Gymnasien,14545,männlich,deutsch
Thüringen,Sekundarbereich I,Integrierte Gesamtschulen,8679,männlich,deutsch
Thüringen,Sekundarbereich I,Freie Waldorfschulen,330,männlich,deutsch
Thüringen,Sekundarbereich II,Gymnasien,7493,männlich,deutsch
Thüringen,Sekundarbereich II,Integrierte Gesamtschulen,598,männlich,deutsch
Thüringen,Sekundarbereich II,Freie Waldorfschulen,94,männlich,deutsch
Thüringen,Sekundarbereich II,Kollegs,45,männlich,deutsch
Thüringen,Keinem Bereich zugeordnet,Förderschulen,4081,männlich,deutsch
Deutschland,Vorschulbereich,Vorklassen,4107,männlich,deutsch
Deutschland,Vorschulbereich,Schulkindergärten,7698,männlich,deutsch
Deutschland,Primarbereich,Grundschulen,1254384,männlich,deutsch
Deutschland,Primarbereich,Integrierte Gesamtschulen,31980,männlich,deutsch
Deutschland,Primarbereich,Freie Waldorfschulen,14073,männlich,deutsch
Deutschland,Sekundarbereich I,Schulartunabhängige Orientierungsstufe,48960,männlich,deutsch
Deutschland,Sekundarbereich I,Hauptschulen,136704,männlich,deutsch
Deutschland,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,254424,männlich,deutsch
Deutschland,Sekundarbereich I,Realschulen,355926,männlich,deutsch
Deutschland,Sekundarbereich I,Gymnasien,656697,männlich,deutsch
Deutschland,Sekundarbereich I,Integrierte Gesamtschulen,386271,männlich,deutsch
Deutschland,Sekundarbereich I,Freie Waldorfschulen,19506,männlich,deutsch
Deutschland,Sekundarbereich I,Abendhauptschulen,159,männlich,deutsch
Deutschland,Sekundarbereich I,Abendrealschulen,4212,männlich,deutsch
Deutschland,Sekundarbereich II,Gymnasien,334578,männlich,deutsch
Deutschland,Sekundarbereich II,Integrierte Gesamtschulen,58194,männlich,deutsch
Deutschland,Sekundarbereich II,Freie Waldorfschulen,7056,männlich,deutsch
Deutschland,Sekundarbereich II,Abendgymnasien,4362,männlich,deutsch
Deutschland,Sekundarbereich II,Kollegs,5106,männlich,deutsch
Deutschland,Keinem Bereich zugeordnet,Förderschulen,181599,männlich,deutsch
Deutschland,Keinem Bereich zugeordnet,Keine Zuordnung zu einer Schulart möglich 5,279,männlich,deutsch
Baden-Württemberg 1,Vorschulbereich,Schulkindergärten,1734,weiblich,deutsch
Baden-Württemberg 1,Primarbereich,Grundschulen,139417,weiblich,deutsch
Baden-Württemberg 1,Primarbereich,Integrierte Gesamtschulen,20426,weiblich,deutsch
Baden-Württemberg 1,Primarbereich,Freie Waldorfschulen,3778,weiblich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Hauptschulen,12805,weiblich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Realschulen,90294,weiblich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Gymnasien,97472,weiblich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Integrierte Gesamtschulen,31825,weiblich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Freie Waldorfschulen,5756,weiblich,deutsch
Baden-Württemberg 1,Sekundarbereich I,Abendrealschulen,256,weiblich,deutsch
Baden-Württemberg 1,Sekundarbereich II,Gymnasien,49034,weiblich,deutsch
Baden-Württemberg 1,Sekundarbereich II,Integrierte Gesamtschulen,498,weiblich,deutsch
Baden-Württemberg 1,Sekundarbereich II,Freie Waldorfschulen,2209,weiblich,deutsch
Baden-Württemberg 1,Sekundarbereich II,Abendgymnasien,596,weiblich,deutsch
Baden-Württemberg 1,Sekundarbereich II,Kollegs,142,weiblich,deutsch
Baden-Württemberg 1,Keinem Bereich zugeordnet,Förderschulen,14168,weiblich,deutsch
Bayern,Primarbereich,Grundschulen,189876,weiblich,deutsch
Bayern,Primarbereich,Freie Waldorfschulen,1561,weiblich,deutsch
Bayern,Sekundarbereich I,Schulartunabhängige Orientierungsstufe,205,weiblich,deutsch
Bayern,Sekundarbereich I,Hauptschulen,65872,weiblich,deutsch
Bayern,Sekundarbereich I,Realschulen,106598,weiblich,deutsch
Bayern,Sekundarbereich I,Gymnasien,99762,weiblich,deutsch
Bayern,Sekundarbereich I,Integrierte Gesamtschulen,845,weiblich,deutsch
Bayern,Sekundarbereich I,Freie Waldorfschulen,2165,weiblich,deutsch
Bayern,Sekundarbereich I,Abendrealschulen,77,weiblich,deutsch
Bayern,Sekundarbereich II,Gymnasien,56284,weiblich,deutsch
Bayern,Sekundarbereich II,Freie Waldorfschulen,856,weiblich,deutsch
Bayern,Sekundarbereich II,Abendgymnasien,251,weiblich,deutsch
Bayern,Sekundarbereich II,Kollegs,330,weiblich,deutsch
Bayern,Keinem Bereich zugeordnet,Förderschulen,17263,weiblich,deutsch
Berlin,Primarbereich,Grundschulen,48670,weiblich,deutsch
Berlin,Primarbereich,Integrierte Gesamtschulen,4236,weiblich,deutsch
Berlin,Primarbereich,Freie Waldorfschulen,830,weiblich,deutsch
Berlin,Sekundarbereich I,Schulartunabhängige Orientierungsstufe,21134,weiblich,deutsch
Berlin,Sekundarbereich I,Gymnasien,21227,weiblich,deutsch
Berlin,Sekundarbereich I,Integrierte Gesamtschulen,27326,weiblich,deutsch
Berlin,Sekundarbereich I,Freie Waldorfschulen,1137,weiblich,deutsch
Berlin,Sekundarbereich I,Abendhauptschulen,57,weiblich,deutsch
Berlin,Sekundarbereich I,Abendrealschulen,230,weiblich,deutsch
Berlin,Sekundarbereich II,Gymnasien,16860,weiblich,deutsch
Berlin,Sekundarbereich II,Integrierte Gesamtschulen,6774,weiblich,deutsch
Berlin,Sekundarbereich II,Freie Waldorfschulen,418,weiblich,deutsch
Berlin,Sekundarbereich II,Abendgymnasien,150,weiblich,deutsch
Berlin,Sekundarbereich II,Kollegs,515,weiblich,deutsch
Berlin,Keinem Bereich zugeordnet,Förderschulen,2513,weiblich,deutsch
Brandenburg,Primarbereich,Grundschulen,41264,weiblich,deutsch
Brandenburg,Primarbereich,Integrierte Gesamtschulen,259,weiblich,deutsch
Brandenburg,Primarbereich,Freie Waldorfschulen,271,weiblich,deutsch
Brandenburg,Sekundarbereich I,Schulartunabhängige Orientierungsstufe,18907,weiblich,deutsch
Brandenburg,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,13987,weiblich,deutsch
Brandenburg,Sekundarbereich I,Gymnasien,15204,weiblich,deutsch
Brandenburg,Sekundarbereich I,Integrierte Gesamtschulen,6321,weiblich,deutsch
Brandenburg,Sekundarbereich I,Freie Waldorfschulen,381,weiblich,deutsch
Brandenburg,Sekundarbereich I,Abendrealschulen,332,weiblich,deutsch
Brandenburg,Sekundarbereich II,Gymnasien,12947,weiblich,deutsch
Brandenburg,Sekundarbereich II,Integrierte Gesamtschulen,2991,weiblich,deutsch
Brandenburg,Sekundarbereich II,Freie Waldorfschulen,177,weiblich,deutsch
Brandenburg,Sekundarbereich II,Abendgymnasien,101,weiblich,deutsch
Brandenburg,Sekundarbereich II,Kollegs,70,weiblich,deutsch
Brandenburg,Keinem Bereich zugeordnet,Förderschulen,3092,weiblich,deutsch
Bremen,Vorschulbereich,Vorklassen,8,weiblich,deutsch
Bremen,Primarbereich,Grundschulen,8722,weiblich,deutsch
Bremen,Primarbereich,Freie Waldorfschulen,162,weiblich,deutsch
Bremen,Sekundarbereich I,Gymnasien,3233,weiblich,deutsch
Bremen,Sekundarbereich I,Integrierte Gesamtschulen,9421,weiblich,deutsch
Bremen,Sekundarbereich I,Freie Waldorfschulen,264,weiblich,deutsch
Bremen,Sekundarbereich I,Abendhauptschulen,12,weiblich,deutsch
Bremen,Sekundarbereich I,Abendrealschulen,76,weiblich,deutsch
Bremen,Sekundarbereich II,Gymnasien,1947,weiblich,deutsch
Bremen,Sekundarbereich II,Integrierte Gesamtschulen,2357,weiblich,deutsch
Bremen,Sekundarbereich II,Freie Waldorfschulen,91,weiblich,deutsch
Bremen,Sekundarbereich II,Abendgymnasien,61,weiblich,deutsch
Bremen,Sekundarbereich II,Kollegs,67,weiblich,deutsch
Bremen,Keinem Bereich zugeordnet,Förderschulen,159,weiblich,deutsch
Hamburg,Vorschulbereich,Vorklassen,3810,weiblich,deutsch
Hamburg,Primarbereich,Grundschulen,25571,weiblich,deutsch
Hamburg,Primarbereich,Integrierte Gesamtschulen,1795,weiblich,deutsch
Hamburg,Primarbereich,Freie Waldorfschulen,585,weiblich,deutsch
Hamburg,Sekundarbereich I,Schulartunabhängige Orientierungsstufe,129,weiblich,deutsch
Hamburg,Sekundarbereich I,Gymnasien,17806,weiblich,deutsch
Hamburg,Sekundarbereich I,Integrierte Gesamtschulen,17701,weiblich,deutsch
Hamburg,Sekundarbereich I,Freie Waldorfschulen,867,weiblich,deutsch
Hamburg,Sekundarbereich I,Abendrealschulen 2,147,weiblich,deutsch
Hamburg,Sekundarbereich II,Gymnasien,9585,weiblich,deutsch
Hamburg,Sekundarbereich II,Integrierte Gesamtschulen,5153,weiblich,deutsch
Hamburg,Sekundarbereich II,Freie Waldorfschulen,372,weiblich,deutsch
Hamburg,Sekundarbereich II,Abendgymnasien,261,weiblich,deutsch
Hamburg,Sekundarbereich II,Kollegs,54,weiblich,deutsch
Hamburg,Keinem Bereich zugeordnet,Förderschulen,1139,weiblich,deutsch
Hessen,Vorschulbereich,Schulkindergärten,873,weiblich,deutsch
Hessen,Primarbereich,Grundschulen 3,94358,weiblich,deutsch
Hessen,Primarbereich,Freie Waldorfschulen,890,weiblich,deutsch
Hessen,Sekundarbereich I,Schulartunabhängige Orientierungsstufe,5842,weiblich,deutsch
Hessen,Sekundarbereich I,Hauptschulen,5305,weiblich,deutsch
Hessen,Sekundarbereich I,Schularten mit mehreren Bildungsgängen,2462,weiblich,deutsch
Hessen,Sekundarbereich I,Realschulen,26331,weiblich,deutsch
Hessen,Sekundarbereich I,Gymnasien,69805,weiblich,deutsch
Hessen,Sekundarbereich I,Integrierte Gesamtschulen,26422,weiblich,deutsch
Hessen,Sekundarbereich I,Freie Waldorfschulen,1319,weiblich,deutsch
Hessen,Sekundarbereich I,Abendhauptschulen,64,weiblich,deutsch
Hessen,Sekundarbereich I,Abendrealschulen,493,weiblich,deutsch
Hessen,Sekundarbereich II,Gymnasien 4,29885,weiblich,deutsch
Hessen,Sekundarbereich II,Freie Waldorfschulen,487,weiblich,deutsch
Hessen,Sekundarbereich II,Abendgymnasien,292,weiblich,deutsch
